陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,60,"13,947",14.59%,"3,205,641","26,118","6,059,057",20200316,3
1,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,59,"7,439",-46.66%,"1,738,987","33,557","7,798,044",20200323,3
2,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,53,"3,135",-57.86%,"743,813","36,692","8,541,857",20200330,3
3,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,37,"1,069",-65.90%,"258,674","37,761","8,800,531",20200406,4
4,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,32,656,-38.63%,"155,264","38,417","8,955,795",20200413,4
5,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,21,232,-64.63%,"54,888","38,649","9,010,683",20200420,4
6,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,11,100,-56.90%,"24,204","38,749","9,034,887",20200427,4
7,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,3,33,-67.00%,"8,612","38,782","9,043,499",20200504,5
8,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,2,20,-39.39%,"4,800","38,802","9,048,299",20200511,5
9,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,2,203,0.00%,"10,795","39,005","9,059,094",20200601,6
10,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,2,327,61.08%,"17,415","39,332","9,076,509",20200608,6
11,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,3,191,-41.59%,"11,700","39,523","9,088,209",20200615,6
12,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,3,91,-52.36%,"8,270","39,614","9,096,479",20200622,6
13,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,20,-78.02%,"2,900","39,634","9,099,379",20200629,6
14,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,8,-60.00%,"1,120","39,642","9,100,499",20200706,7
15,中華民國,練愛iNG,2020/3/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,24,0.00%,"3,840","39,666","9,104,339",20200907,9
16,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,39,62.50%,"5,970","39,705","9,110,309",20200914,9
17,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,11,-71.79%,"1,650","39,716","9,111,959",20200921,9
