陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,49,"9,664",9.35%,"2,160,153","18,502","4,144,125",20200810,8
1,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,48,"4,984",-48.43%,"1,096,279","23,486","5,240,404",20200817,8
2,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,34,"1,852",-62.84%,"398,380","25,338","5,638,784",20200824,8
3,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,11,71,-96.17%,"14,650","25,409","5,653,434",20200831,8
4,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,5,294,0.00%,"22,625","25,703","5,676,059",20201019,10
5,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,4,354,20.41%,"26,485","26,057","5,702,544",20201026,10
6,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,5,202,-42.94%,"16,660","26,259","5,719,204",20201102,11
7,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,3,67,-66.83%,"7,220","26,326","5,726,424",20201109,11
8,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,1,26,-61.19%,"3,880","26,352","5,730,304",20201116,11
9,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,1,11,-57.69%,"1,540","26,363","5,731,844",20201123,11
