陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,法國,完美嬌妻養成班,2020/9/4,原創娛樂股份有限公司,Memento Films International,10,428,-12.65%,"94,590",918,"207,200",20200907,9
1,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,4,44,-89.72%,"9,960",962,"217,160",20200914,9
2,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,35,-20.45%,"8,700",997,"225,860",20200921,9
3,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,1,-97.14%,210,998,"226,070",20200928,9
4,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,2,56,0.00%,"8,960","1,054","235,030",20201012,10
5,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,2,96,71.43%,"14,480","1,150","249,510",20201019,10
6,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,3,130,35.42%,"15,970","1,280","265,480",20201026,10
7,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,5,199,53.08%,"16,755","1,479","282,235",20201102,11
8,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,4,167,-16.08%,"11,005","1,646","293,240",20201109,11
9,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,4,68,-59.28%,"4,540","1,714","297,780",20201116,11
10,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,2,40,-41.18%,"3,680","1,754","301,460",20201123,11
11,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,6,-85.00%,660,"1,760","302,120",20201130,11
12,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,16,166.67%,"1,760","1,776","303,880",20201207,12
