陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,22,"1,241",-25.78%,"288,637","2,913","675,511",20200525,5
1,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,21,390,-68.57%,"91,528","3,303","767,039",20200601,6
2,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,12,105,-73.08%,"23,602","3,408","790,641",20200608,6
3,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,3,13,-87.62%,"2,790","3,421","793,431",20200615,6
4,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,13,0.00%,"2,080","3,434","795,511",20200706,7
5,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,402,"2,992.31%","24,540","3,836","820,051",20200713,7
6,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,"1,929",379.85%,"105,690","5,765","925,741",20200720,7
7,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,3,946,-50.96%,"51,635","6,711","977,376",20200727,7
8,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,178,-81.18%,"9,790","6,889","987,166",20200803,8
9,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,79,-55.62%,"4,345","6,968","991,511",20200810,8
10,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,198,150.63%,"13,135","7,166","1,004,646",20200817,8
11,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,151,-23.74%,"11,005","7,317","1,015,651",20200824,8
12,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,94,-37.75%,"9,940","7,411","1,025,591",20200831,8
13,美國,雙面遊戲,2020/5/22,原創娛樂股份有限公司,GEM Entertainment Kft.,2,66,-29.79%,"8,410","7,477","1,034,001",20200907,9
14,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,19,-71.21%,"2,660","7,496","1,036,661",20200914,9
15,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,11,0.00%,"1,210","7,507","1,037,871",20200928,9
