陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,9,174,4.19%,"36,165",341,"70,135",20200316,3
1,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,3,35,-79.89%,"7,300",376,"77,435",20200323,3
2,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,14,-60.00%,"2,955",390,"80,390",20200330,3
3,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,11,0.00%,"1,760",401,"82,150",20200504,5
4,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,19,72.73%,"2,880",420,"85,030",20200511,5
5,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,5,-73.68%,750,425,"85,780",20200518,5
6,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,101,0.00%,"5,460",526,"91,240",20200608,6
7,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,73,-27.72%,"3,875",599,"95,115",20200615,6
8,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,2,43,-41.10%,"2,235",642,"97,350",20200622,6
9,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,6,-86.05%,300,648,"97,650",20200629,6
10,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,35,0.00%,"5,180",683,"102,830",20201123,11
11,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,27,-22.86%,"4,020",710,"106,850",20201130,11
12,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,12,-55.56%,"1,680",722,"108,530",20201207,12
