陰德克斯,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
0,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",44,"7,314",-13.52%,"1,690,822","15,883","3,674,938",20200203,2
1,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",40,288,-4.00%,"63,800","20,763","4,793,338",20200210,2
2,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",41,"1,654",-61.46%,"379,798","21,829","5,041,651",20200217,2
3,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",22,585,-64.63%,"135,376","22,414","5,177,027",20200224,2
4,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",12,157,-73.16%,"37,190","22,571","5,214,217",20200302,3
5,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",7,47,-70.06%,"11,500","22,618","5,225,717",20200309,3
6,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,13,-72.34%,"3,140","22,631","5,228,857",20200316,3
7,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,3,-76.92%,770,"22,634","5,229,627",20200323,3
8,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,0,-100.00%,0,"22,634","5,229,627",20200330,3
9,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,4,400.00%,"1,040","22,638","5,230,667",20200406,4
10,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,16,0.00%,"2,560","22,654","5,233,227",20200622,6
11,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,14,-12.50%,"2,130","22,668","5,235,357",20200629,6
12,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,362,"2,485.71%","19,205","23,030","5,254,562",20200706,7
13,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,831,129.56%,"42,225","23,861","5,296,787",20200713,7
14,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,983,18.29%,"49,745","24,844","5,346,532",20200720,7
15,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,847,-13.84%,"42,840","25,691","5,389,372",20200727,7
16,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,716,-15.47%,"36,295","26,407","5,425,667",20200803,8
17,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,421,-41.20%,"21,500","26,828","5,447,167",20200810,8
18,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,563,33.73%,"28,500","27,391","5,475,667",20200817,8
19,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,515,-8.53%,"26,145","27,906","5,501,812",20200824,8
20,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,106,-79.42%,"5,380","28,012","5,507,192",20200831,8
21,南韓,紅鞋公主與七矮人,2020/1/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,88,-16.98%,"4,400","28,100","5,511,592",20200907,9
22,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,68,-22.73%,"3,400","28,168","5,514,992",20200914,9
23,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,8,-88.24%,400,"28,176","5,515,392",20200921,9
