國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,98,"34,403",-50.64%,"8,563,062","271,078","66,413,912",20200217,2
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",41,"1,654",-61.46%,"379,798","21,829","5,041,651",20200217,2
美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",9,280,-77.71%,"62,495","11,437","2,639,116",20200217,2
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"16,102",-53.20%,"4,080,584","287,180","70,494,496",20200224,2
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",22,585,-64.63%,"135,376","22,414","5,177,027",20200224,2
美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",3,74,-73.57%,"17,120","11,511","2,656,236",20200224,2
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,68,"5,649",-64.92%,"1,459,767","292,829","71,954,163",20200302,3
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",12,157,-73.16%,"37,190","22,571","5,214,217",20200302,3
美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",1,8,-89.19%,"1,815","11,519","2,658,051",20200302,3
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,46,"2,391",-57.67%,"628,797","295,220","72,582,960",20200309,3
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",7,47,-70.06%,"11,500","22,618","5,225,717",20200309,3
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,26,691,-71.10%,"177,800","295,911","72,760,760",20200316,3
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,13,-72.34%,"3,140","22,631","5,228,857",20200316,3
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,15,"1,234",78.58%,"394,692","297,145","73,155,452",20200323,3
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,3,-76.92%,770,"22,634","5,229,627",20200323,3
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,794,-35.66%,"268,416","297,939","73,423,868",20200330,3
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,0,-100.00%,0,"22,634","5,229,627",20200330,3
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,646,-18.64%,"211,293","298,585","73,635,161",20200406,4
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,4,400.00%,"1,040","22,638","5,230,667",20200406,4
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,775,19.97%,"248,935","299,360","73,884,096",20200413,4
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,776,0.13%,"184,255","300,136","74,068,351",20200420,4
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,"1,000",28.87%,"206,325","301,136","74,274,676",20200427,4
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,286,-71.40%,"43,567","301,422","74,318,243",20200504,5
美國,杜立德,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,56,-70.68%,"2,960","317,961","75,945,737",20200511,5
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,697,8.57%,"43,115","302,761","74,403,013",20200518,5
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,428,-38.59%,"25,185","303,189","74,428,198",20200525,5
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,279,-34.81%,"18,465","303,468","74,446,663",20200601,6
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,251,-10.04%,"18,320","303,719","74,464,983",20200608,6
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,132,-47.41%,"10,895","303,851","74,475,878",20200615,6
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,16,0.00%,"2,560","22,654","5,233,227",20200622,6
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,17,-87.12%,"1,900","303,868","74,477,778",20200622,6
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,14,-12.50%,"2,130","22,668","5,235,357",20200629,6
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",3,362,"2,485.71%","19,205","23,030","5,254,562",20200706,7
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,831,129.56%,"42,225","23,861","5,296,787",20200713,7
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,983,18.29%,"49,745","24,844","5,346,532",20200720,7
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,847,-13.84%,"42,840","25,691","5,389,372",20200727,7
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,32,0.00%,"3,520","303,900","74,481,298",20200727,7
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,716,-15.47%,"36,295","26,407","5,425,667",20200803,8
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,63,96.88%,"6,930","303,963","74,488,228",20200803,8
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,421,-41.20%,"21,500","26,828","5,447,167",20200810,8
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,65,3.17%,"7,150","304,028","74,495,378",20200810,8
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,563,33.73%,"28,500","27,391","5,475,667",20200817,8
美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,35,-46.15%,"3,850","304,063","74,499,228",20200817,8
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,515,-8.53%,"26,145","27,906","5,501,812",20200824,8
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,106,-79.42%,"5,380","28,012","5,507,192",20200831,8
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,68,-22.73%,"3,400","28,168","5,514,992",20200914,9
南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,8,-88.24%,400,"28,176","5,515,392",20200921,9
新加坡,熱帶雨,2020/01/31,好威映象有限公司,Giraffe Pictures PTE Ltd.,26,"1,862",-24.03%,"414,686","4,313","1,000,823",20200203,2
越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",17,"1,651",-13.92%,"379,771","3,569","825,638",20200203,2
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",15,587,8.30%,"124,737","1,129","241,692",20200203,2
日本,只想受到你的歡迎,2020/01/31,天馬行空數位有限公司,Starry Cube Corporation,7,256,-19.75%,"62,930",575,"140,325",20200203,2
日本,大整形家,2020/01/31,原創娛樂股份有限公司,"TOEI Company, Ltd.",6,194,-19.50%,"44,075",435,"101,470",20200203,2
新加坡,熱帶雨,2020/01/31,好威映象有限公司,Giraffe Pictures PTE Ltd.,6,62,5.08%,"13,500","5,490","1,261,913",20200210,2
越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",5,50,6.38%,"10,970","4,220","969,563",20200210,2
日本,只想受到你的歡迎,2020/01/31,天馬行空數位有限公司,Starry Cube Corporation,3,5,-16.67%,"1,250",633,"154,174",20200210,2
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",1,3,200.00%,630,"1,298","278,420",20200210,2
新加坡,熱帶雨,2020/01/31,好威映象有限公司,Giraffe Pictures PTE Ltd.,8,279,-73.58%,"61,110","5,648","1,296,558",20200217,2
越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",5,200,-63.90%,"42,310","4,323","991,023",20200217,2
日本,只想受到你的歡迎,2020/01/31,天馬行空數位有限公司,Starry Cube Corporation,3,18,-61.70%,"4,510",640,"155,904",20200217,2
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",1,9,-94.55%,"1,955","1,303","279,535",20200217,2
越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",1,4,-98.00%,780,"4,327","991,803",20200224,2
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,38,0.00%,"6,080","1,341","285,615",20200316,3
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,56,47.37%,"8,480","1,397","294,095",20200323,3
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,36,-35.71%,"5,540","1,433","299,635",20200330,3
日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,13,-63.89%,"1,890","1,446","301,525",20200406,4
日本,只想受到你的歡迎,2020/01/31,天馬行空數位有限公司,Starry Cube Corporation,1,1,0.00%,225,641,"156,129",20200727,7
法國,大鼻子情聖(經典劇場),2020/02/01,威秀影城股份有限公司,Pathé Live,4,14,0.00%,"9,680",14,"9,680",20200203,2
法國,大鼻子情聖,2020/02/01,威秀影城股份有限公司,Pathé Live,6,33,50.00%,"24,000",69,"48,400",20200217,2
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,98,"9,471",-17.46%,"2,269,458","388,168","92,963,354",20200210,2
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"65,761",-61.35%,"15,727,010","432,984","103,677,809",20200217,2
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,98,"26,786",-59.27%,"6,320,682","459,770","109,998,491",20200224,2
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,92,"7,246",-72.95%,"1,703,830","467,016","111,702,321",20200302,3
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,74,"2,135",-70.54%,"514,609","469,151","112,216,930",20200309,3
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,30,306,-85.67%,"73,795","469,457","112,290,725",20200316,3
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,74,-75.82%,"17,862","469,531","112,308,587",20200323,3
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,10,-86.49%,"2,000","469,541","112,310,587",20200330,3
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,319,0.00%,"21,555","469,860","112,332,142",20200427,4
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,561,75.86%,"40,410","470,421","112,372,552",20200504,5
美國,1917,2020/02/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,642,124.48%,"41,655","302,064","74,359,898",20200511,5
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,388,-13.97%,"26,680","471,260","112,429,197",20200518,5
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,230,-40.72%,"16,315","471,490","112,445,512",20200525,5
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,47,-79.57%,"2,350","471,537","112,447,862",20200601,6
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,47,0.00%,"2,350","471,584","112,450,212",20200608,6
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,139,195.74%,"10,470","471,723","112,460,682",20200615,6
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,161,15.83%,"16,540","471,884","112,477,222",20200622,6
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,133,-17.39%,"14,880","472,017","112,492,102",20200629,6
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,130,-2.26%,"14,690","472,147","112,506,792",20200706,7
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,103,-20.77%,"11,550","472,250","112,518,342",20200713,7
美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,29,-71.84%,"3,430","472,279","112,521,772",20200720,7
越南,古曼童,2020/02/07,車庫娛樂股份有限公司,"SKYLINE MEDIA CO., LTD",34,"1,193",-11.83%,"273,115","39,133","9,051,627",20200210,2
日本,電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",10,191,9.14%,"46,340","5,256","1,269,300",20200210,2
日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",23,166,-0.60%,"37,880","5,020","1,141,598",20200210,2
美國,我的寶貝男孩,2020/02/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,28,27.27%,"6,075",937,"203,394",20200210,2
英國,我們的相愛時光,2020/02/07,亮點國際影業有限公司,Protagonist Pictures Limited,7,14,-48.15%,"2,510","1,109","227,118",20200210,2
越南,古曼童,2020/02/07,車庫娛樂股份有限公司,"SKYLINE MEDIA CO., LTD",34,"7,309",-63.20%,"1,694,279","43,896","10,160,998",20200217,2
日本,電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",10,"1,028",-62.19%,"253,580","5,918","1,433,780",20200217,2
日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",23,"1,013",-61.16%,"227,080","5,700","1,293,113",20200217,2
