序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
51,美國,萬花嬉春,2020/06/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,2,-92.59%,450,"4,435","1,049,327",20200803
52,日本,阿基拉,2020/06/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,18,825,-57.67%,"242,476","44,174","12,684,982",20200803
53,美國,72小時前哨救援,2020/06/24,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",6,89,-93.28%,"19,485","73,136","16,758,214",20200803
54,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,34,-86.12%,"7,855","34,411","7,994,548",20200803
55,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,123,"2,360.00%","6,540","11,572","2,692,895",20200803
56,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,13,-61.76%,"2,650","19,157","4,359,615",20200803
57,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,1,1,-98.44%,220,"19,856","4,452,778",20200803
58,俄羅斯,失控特工,2020/06/19,可樂藝術文創股份有限公司,Central Partnership Sales House,1,"1,283",30.39%,"70,390","16,172","3,355,750",20200803
59,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,391,-1.76%,"96,360","9,906","2,455,860",20200803
60,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,507,15.49%,"33,770","26,650","5,713,983",20200803
61,德國,親愛陌生人,2020/06/12,鴻聯國際開發股份有限公司,Constantin Film Verleih GmbH,1,502,"3,037.50%","28,170","4,019","823,001",20200803
62,美國,婚姻大崩壞,2020/06/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,286,123.44%,"26,045","6,702","1,447,449",20200803
63,英國,決戰最前線,2020/06/12,天馬行空數位有限公司,METRO INTERNATIONAL ENTERTAINMENT LIMITED,2,75,0.00%,"11,770","3,005","675,262",20200803
64,英國,愛美獎行動,2020/05/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Pathe Fund Limited, acting through its division Pathe International",3,126,-32.26%,"15,900","5,480","1,202,341",20200803
65,美國,1/2的魔法,2020/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",46,"3,655",-47.34%,"806,179","264,532","61,726,444",20200803
66,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,289,24.57%,"19,720","8,052","1,739,570",20200803
67,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,178,-81.18%,"9,790","6,889","987,166",20200803
68,英國,謊畫情人,2020/05/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,HANWAY FILMS LIMITED,1,57,83.87%,"4,540","3,124","596,858",20200803
69,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,4,623,40.32%,"44,420","29,040","6,465,613",20200803
70,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,34,0.00%,"5,440","3,018","644,575",20200803
71,美國,觸不到的愛,2020/05/08,威視股份有限公司,LOTUS MEDIA LLC,2,45,-41.56%,"5,415","1,783","355,490",20200803
72,法國,陪你玩最大,2020/05/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathé Films S.A.S,1,51,112.50%,"3,920","3,423","663,825",20200803
73,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,1,0.00%,310,"2,655","597,331",20200803
74,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",4,964,-42.55%,"55,950","36,612","7,549,365",20200803
75,英國,仲夏夜之夢,2020/04/26,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,42,0.00%,"31,920",244,"176,280",20200803
76,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,5,"1,482",-17.71%,"88,600","14,842","2,622,523",20200803
77,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,36,-74.65%,"9,058","102,397","26,081,568",20200803
78,澳洲,鑰命監獄,2020/04/17,天馬行空數位有限公司,"IPA-International Production Associates,Inc",1,108,11.34%,"8,580","8,421","1,561,766",20200803
79,日本,星光王子 星光時尚秀 BEST10,2020/04/17,提恩傳媒實業有限公司,Avex Pictures,2,7,0.00%,"1,722","1,274","297,324",20200803
80,英國,居禮夫人：放射永恆,2020/04/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Studiocanal,1,12,-53.85%,"1,680","5,071","1,035,517",20200803
81,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,1,26,-7.14%,"6,590","24,302","6,771,730",20200803
82,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,1,57,67.65%,"4,540","2,421","495,301",20200803
83,法國,謝謝你,2020/04/10,天馬行空數位有限公司,(德國)PICTURE TREE INTERNATIONAL GMBH,1,10,-58.33%,"1,500",971,"207,597",20200803
84,美國,魔髮精靈唱遊世界,2020/04/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,235,-51.84%,"13,620","13,097","2,606,287",20200803
85,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,98,-30.00%,"6,325","22,481","4,693,442",20200803
86,日本,我的英雄學院劇場版：英雄新世紀,2020/04/01,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co., Ltd.",1,23,-66.67%,"5,880","65,197","15,962,684",20200803
87,英國,亨利五世,2020/04/01,威秀影城股份有限公司,SHAKESPEARE'S GLOBE TRUST,1,8,0.00%,"5,640",130,"92,120",20200803
88,日本,最初的晚餐,2020/03/27,威視股份有限公司,KADOKAWA CORPORATION,1,40,25.00%,"6,110","1,848","412,736",20200803
89,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,77,-67.51%,"3,850","3,734","558,298",20200803
90,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",1,7,0.00%,"2,110","1,883","425,436",20200803
91,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,33,-45.00%,"4,860","3,203","463,605",20200803
92,美國,鋼鐵勳章,2020/03/13,采昌國際多媒體股份有限公司,Freeway Entertainment Kft,1,12,0.00%,"2,390","12,169","2,748,411",20200803
93,美國,血衛,2020/03/12,薩摩亞商雄讚股份有限公司台灣分公司,"Bona Film Investment Company (Pacific RIM, USA)",3,211,-12.81%,"18,620","264,805","62,366,441",20200803
94,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,1,19,-58.70%,"1,990","253,474","58,118,680",20200803
95,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,108,30.12%,"12,120","103,818","24,149,760",20200803
96,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,716,-15.47%,"36,295","26,407","5,425,667",20200803
97,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,63,96.88%,"6,930","303,963","74,488,228",20200803
98,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,40,0.00%,"4,530","318,001","75,950,267",20200803
99,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,1,16,-66.67%,"1,920","62,116","13,618,157",20200803
100,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,22,-69.44%,"2,500","181,939","41,439,717",20200803
101,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,15,142,-64.68%,"34,265","21,001","4,975,135",20200803
102,義大利,海上鋼琴師,2019/12/27,海鵬影業有限公司,True Colours Glorious Films Srl,2,274,0.00%,"14,665","18,493","4,166,428",20200803
103,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,33,-69.16%,"3,630","1,454,118","343,922,018",20200803
104,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",1,228,0.00%,"54,720","50,637","11,115,129",20200803
105,美國,鬼船瑪麗號,2019/10/18,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,2,97,-38.22%,"8,845","5,058","1,091,790",20200803
106,美國,她的搖滾滋味,2019/07/05,原創娛樂股份有限公司,GEM ENTERTAINMENT KFT,1,1,0.00%,150,195,"39,490",20200803
107,美國,AI終結戰,2019/06/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,2,106,-71.20%,"7,020","7,584","1,576,743",20200803
108,日本,PERFECT WORLD ～和你在一起的奇蹟～,2019/06/16,車庫娛樂股份有限公司,"SHOCHIKU CO., LTD.",3,59,0.00%,"13,035",90,"19,855",20200803
109,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,4,33.33%,460,665,"97,620",20200803
110,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,"1,271","157,784",20200803
111,南韓,鎖命危機,2019/01/18,采昌國際多媒體股份有限公司,"CASTELAO PICTURES, S.L.",3,215,-55.49%,"12,380","23,524","5,165,277",20200803
112,南韓,解凍屍篇,2018/02/02,亮點國際影業有限公司,LOTTE ENTERTAINMENT,1,5,-86.84%,"1,120","2,835","662,555",20200803
113,瑞典,抓狂美術館,2018/01/19,東昊影業有限公司,(法國)SOCIETE PARISIENNE DE PRODUCTION,1,4,0.00%,680,"8,632","1,931,841",20200803
114,日本,情書,2016/09/09,可樂藝術文創股份有限公司,FORTISSIMO AMSTERDAM B.V,1,5,500.00%,"1,060","13,747","3,102,383",20200803
115,南斯拉夫,地下社會,2015/05/15,前景娛樂有限公司,TF1 INTERNATIONAL,7,605,0.00%,"131,188",677,"146,088",20200803
116,中國大陸,推拿,2015/01/23,前景娛樂有限公司,WILD BUNCH,1,19,-62.75%,"4,675","1,100","235,567",20200803
117,南韓,諜影殺機,2014/07/11,可樂藝術文創股份有限公司,SHOWBOX/MEDIAPLEX INC.,1,27,-47.06%,"3,980","1,171","242,040",20200803
118,中華民國,詭絲,2006/09/29,中藝國際影視股份有限公司,中環國際娛樂事業股份有限公司(CMC Entertainment),8,9,-90.11%,"2,350",194,"45,644",20200803
119,美國,ID4星際終結者,1996/07/13,聯影企業股份有限公司,PARK CIRCUS LIMITED,29,798,-21.22%,"186,117","1,811","425,252",20200803
120,美國,刺激1995,1995/03/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,130,12.07%,"12,320","25,542","5,948,092",20200803
121,美國,沉默的羔羊,1991/09/21,聯影企業股份有限公司,PARK CIRCUS LIMITED,5,201,-59.56%,"47,730","7,002","1,682,071",20200803
122,義大利,新天堂樂園,1990/05/12,香港商甲上娛樂有限公司台灣分公司,CRISTAL DI FILM,23,978,-60.63%,"226,651","6,232","1,409,135",20200803
123,美國,魔鬼剋星2,1989/08/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,19,194,-20.49%,"45,469",438,"105,898",20200803
124,英國,末代皇帝,1988/04/23,香港商甲上娛樂有限公司台灣分公司,Hanway Films Limited,2,89,-46.39%,"21,095","54,301","13,429,041",20200803
1,義大利,6號鬼病床,2020/08/07,威視股份有限公司,MINERVA PICTURES GROUP SRL,49,"9,664",9.35%,"2,160,153","18,502","4,144,125",20200810
2,中華民國,哈囉少女,2020/08/07,台北双喜電影發行股份有限公司,幸福本色國際文創股份有限公司,78,"9,023",5.69%,"2,091,919","17,560","4,056,245",20200810
3,日本,心靈咖啡館的驅魔師,2020/08/07,原創娛樂股份有限公司,台灣幸福科學出版有限公司,17,"6,601",-9.96%,"1,471,792","13,932","3,101,452",20200810
4,越南,陰眼,2020/08/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,29,"2,081",-25.89%,"496,022","4,889","1,163,864",20200810
5,美國,家靈,2020/08/07,天馬行空數位有限公司,AGBO Films LLC,19,"1,289",-15.25%,"308,839","2,810","676,319",20200810
6,德國,巴亞拉魔幻冒險,2020/08/07,海鵬影業有限公司,GLOBAL SCREEN GMBH,31,"1,272",-15.48%,"287,611","2,777","632,692",20200810
7,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,10,"1,140",29.25%,"243,758","2,022","427,622",20200810
8,日本,原本以為只是手機掉了2：被囚禁的殺人魔,2020/08/07,車庫娛樂股份有限公司,RELAY MOTION KFT.,18,783,-22.78%,"186,898","1,797","429,167",20200810
9,中華民國,逆者,2020/08/07,藝英國際有限公司,藝英國際有限公司,2,604,59.79%,"129,560",982,"209,880",20200810
10,日本,拉麵狂,2020/08/07,車庫娛樂股份有限公司,"GUNPOWDER & SKY DISTRIBUTION, LLC",9,127,-11.81%,"28,345",271,"59,771",20200810
11,中華民國,怪胎,2020/08/05,牽猴子整合行銷股份有限公司,牽猴子整合行銷股份有限公司##滿滿額娛樂股份有限公司##台灣大哥大股份有限公司,98,"56,876",144.93%,"13,209,688","80,097","18,575,214",20200810
12,美國,追殺艾娃,2020/08/05,車庫娛樂股份有限公司,"GEM ENTERTAINMENT, KFT.",57,"15,897",-51.44%,"3,836,627","48,636","11,666,085",20200810
13,日本,雲之彼端，約定的地方,2020/08/05,中藝國際影視股份有限公司,CoMix Wave Films Inc.,11,590,-47.51%,"145,739","1,714","423,564",20200810
14,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,82,"9,111",-32.37%,"1,979,278","37,336","8,305,018",20200810
15,日本,我們仍未知道那天所看見的花名 劇場版,2020/07/31,車庫娛樂股份有限公司,RELAY MOTION KFT.,12,565,-58.52%,"139,024","3,559","883,110",20200810
16,日本,日間演奏會散場時,2020/07/31,傳影互動股份有限公司,PONY CANYON INC,14,525,-71.14%,"111,830","4,158","827,582",20200810
17,美國,守靈魘,2020/07/31,采昌國際多媒體股份有限公司,ELLE DRIVER,50,448,-88.36%,"102,485","9,412","2,176,897",20200810
18,德國,失眠的北風吹來愛情,2020/07/31,海鵬影業有限公司,Beta Cinema GmbH,10,371,-63.38%,"78,855","2,404","514,257",20200810
19,中華民國,阿紫,2020/07/31,好威映象有限公司,吳郁瑩,10,220,-59.85%,"48,040","1,166","257,993",20200810
20,日本,派遣死神事件簿,2020/07/31,天馬行空數位有限公司,"TOEI COMPANY,LTD.",15,149,-76.27%,"35,060","1,534","363,323",20200810
21,日本,屍人莊殺人事件,2020/07/31,車庫娛樂股份有限公司,"TOHO CO., LTD.",9,71,-89.60%,"15,535","1,771","411,611",20200810
22,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",18,63,-88.14%,"13,895","1,610","345,126",20200810
23,泰國,愛回來的那7天,2020/07/31,車庫娛樂股份有限公司,"SAHAMONGKOLFILM INTERNATIONAL CO., LTD.",1,4,-87.50%,805,88,"19,480",20200810
24,美國,好萊塢殺人事件：曼森血案,2020/07/31,暗光鳥有限公司,"GEM ENTERTAINMENT, KFT.",1,1,-96.55%,210,77,"17,095",20200810
25,南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",90,"12,538",-55.56%,"2,860,886","77,579","17,730,157",20200810
26,美國,超危險駕駛,2020/07/29,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,58,"8,574",-68.27%,"2,083,028","79,484","19,252,300",20200810
27,日本,秒速五公分,2020/07/29,中藝國際影視股份有限公司,CoMix Wave Films Inc.,11,355,-71.42%,"88,111","4,167","1,048,734",20200810
28,南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,17,531,-53.87%,"111,710","10,199","2,227,896",20200810
29,比利時,屍人診所,2020/07/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,357,-81.32%,"81,963","15,745","3,707,199",20200810
30,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,139,-52.40%,"31,385","3,108","723,186",20200810
31,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,10,78,-90.95%,"16,820","9,398","2,015,483",20200810
32,中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,1,62,-51.18%,"15,180","1,361","299,455",20200810
33,美國,星之彩,2020/07/24,車庫娛樂股份有限公司,"XYZ FILMS, LLC",2,33,-81.36%,"7,840","2,964","702,021",20200810
34,法國,曼哈頓戀舞曲,2020/07/24,東昊影業有限公司,MK2 Films,2,21,-84.09%,"4,910",991,"220,986",20200810
35,法國,盧貝松之聖女貞德：數位修復版,2020/07/24,可樂藝術文創股份有限公司,Gaumont S.A.,3,19,-58.70%,"4,150",748,"172,159",20200810
36,美國,致命窺弒,2020/07/24,采昌國際多媒體股份有限公司,GEM ENTERTAINMENT KFT.,4,15,-95.11%,"3,310","7,677","1,789,063",20200810
37,法國,盧米埃：光與影的故事,2020/07/24,車庫娛樂股份有限公司,WILD BUNCH,1,2,-81.82%,420,90,"20,990",20200810
38,南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,90,"19,407",-42.50%,"4,555,821","141,891","32,748,081",20200810
39,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,24,"2,145",-46.75%,"516,000","34,138","8,173,137",20200810
40,南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,57,"53,476",-44.88%,"13,178,257","1,388,624","345,155,345",20200810
41,中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,87,"4,882",-68.00%,"1,123,139","200,503","46,412,117",20200810
42,不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,16,"3,547",-14.90%,"826,056","26,473","5,914,794",20200810
43,德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,81,-63.84%,"18,540","5,948","1,300,393",20200810
44,英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,1,9,-88.00%,"2,280","15,825","3,671,202",20200810
45,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,130,-21.21%,"92,680",463,"329,000",20200810
46,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,37,164.29%,"26,320",169,"117,520",20200810
47,日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",63,"14,138",-34.59%,"3,289,231","319,566","74,637,892",20200810
48,法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,2,66,0.00%,"10,560","1,391","319,607",20200810
49,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,11,-92.09%,"2,330","23,159","5,165,366",20200810
50,美國,戰爭中的鬼故事,2020/07/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,8,-92.08%,"1,740","45,167","10,601,654",20200810
51,智利,犬犬風塵,2020/07/03,繁盛映畫有限公司,CAT & Docs,1,5,-81.48%,"1,000","2,070","449,796",20200810
52,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,0,-100.00%,0,"13,866","3,219,657",20200810
53,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,33,-31.25%,"23,400",218,"152,320",20200810
54,日本,阿基拉,2020/06/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,7,295,-64.24%,"76,393","44,469","12,761,375",20200810
55,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,3,317,"31,600.00%","20,340","20,173","4,473,118",20200810
56,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",2,129,4.88%,"6,925","11,701","2,699,820",20200810
57,中華民國,驚夢49天,2020/06/24,原創娛樂股份有限公司,世華文化創意事業有限公司,1,3,-76.92%,620,"19,160","4,360,235",20200810
58,俄羅斯,失控特工,2020/06/19,可樂藝術文創股份有限公司,Central Partnership Sales House,3,"1,262",-1.64%,"73,460","17,434","3,429,210",20200810
59,美國,最瘋狂的旅程,2020/06/19,海樂影業股份有限公司,"BLUE FOX ENTERTAINMENT 2, LLC",1,29,0.00%,"4,640","3,571","798,510",20200810
60,德國,親愛陌生人,2020/06/12,鴻聯國際開發股份有限公司,Constantin Film Verleih GmbH,1,"1,120",123.11%,"62,600","5,139","885,601",20200810
61,英國,晚班,2020/06/12,威秀影城股份有限公司,CtrlMovie,3,163,-58.31%,"42,480","10,069","2,498,340",20200810
62,美國,婚姻大崩壞,2020/06/12,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,317,10.84%,"30,935","7,019","1,478,384",20200810
63,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",4,355,-29.98%,"28,440","27,005","5,742,423",20200810
64,英國,決戰最前線,2020/06/12,天馬行空數位有限公司,METRO INTERNATIONAL ENTERTAINMENT LIMITED,3,95,26.67%,"13,850","3,100","689,112",20200810
65,英國,愛美獎行動,2020/05/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Pathe Fund Limited, acting through its division Pathe International",3,102,-19.05%,"11,330","5,582","1,213,671",20200810
66,美國,1/2的魔法,2020/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",33,"2,768",-24.27%,"589,880","267,300","62,316,324",20200810
67,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",3,209,-27.68%,"14,130","8,261","1,753,700",20200810
68,美國,雙面遊戲,2020/05/22,原創娛樂股份有限公司,GEM Entertainment Kft.,1,79,-55.62%,"4,345","6,968","991,511",20200810
69,英國,謊畫情人,2020/05/22,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,HANWAY FILMS LIMITED,1,48,-15.79%,"3,800","3,172","600,658",20200810
70,挪威,奪命隧道,2020/05/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Trustnordisk APS,5,570,-8.51%,"39,510","29,610","6,505,123",20200810
71,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,41,20.59%,"6,230","3,059","650,805",20200810
72,美國,觸不到的愛,2020/05/08,威視股份有限公司,LOTUS MEDIA LLC,1,35,-22.22%,"5,060","1,818","360,550",20200810
73,法國,陪你玩最大,2020/05/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathé Films S.A.S,1,24,-52.94%,"1,920","3,447","665,745",20200810
74,中華民國,老娘就要這麼活,2020/05/08,春暉映像有限公司,萊思捷有限公司,1,2,100.00%,385,"2,657","597,716",20200810
75,美國,壞教育,2020/04/30,香港商甲上娛樂有限公司台灣分公司,"Jellyfish Bloom International, LLC##Sight Unseen Pictures LLC",2,113,-88.28%,"10,830","36,725","7,560,195",20200810
76,泰國,見鬼的戀愛季節,2020/04/30,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co.,Ltd.",1,34,0.00%,"5,440","26,175","5,845,629",20200810
77,法國,美好拾光公司,2020/04/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathe Films S.A.S.,4,749,-49.46%,"44,800","15,591","2,667,323",20200810
78,泰國,淒厲人僧,2020/04/24,威視股份有限公司,FIVE STAR PRODUCTION COMPANY LIMITED,4,432,0.00%,"28,690","30,251","6,859,015",20200810
79,日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,曼迪傳播有限公司,"TOEI ANIMATION CO., LTD.",1,23,-36.11%,"5,485","102,420","26,087,053",20200810
80,澳洲,鑰命監獄,2020/04/17,天馬行空數位有限公司,"IPA-International Production Associates,Inc",1,90,-16.67%,"7,140","8,511","1,568,906",20200810
81,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,2,36,-36.84%,"3,380","2,457","498,681",20200810
82,美國,魔髮精靈唱遊世界,2020/04/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,800,240.43%,"43,490","13,897","2,649,777",20200810
83,日本,我的英雄學院劇場版：英雄新世紀,2020/04/01,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co., Ltd.",1,11,-52.17%,"2,910","65,208","15,965,594",20200810
84,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,30,-69.39%,"1,650","22,511","4,695,092",20200810
85,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),1,73,-5.19%,"3,650","3,807","561,948",20200810
86,日本,最初的晚餐,2020/03/27,威視股份有限公司,KADOKAWA CORPORATION,1,11,-72.50%,"1,650","1,859","414,386",20200810
87,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,1,13,-60.61%,"1,820","3,216","465,425",20200810
88,中華民國,可不可以，你也剛好喜歡我,2020/03/12,華映娛樂股份有限公司,華映娛樂股份有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##新線索(北京)影視投資有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##百聿數碼創意股份有限公司##馬棋朵數位影像製作有限公司,98,"16,837",0.00%,"3,817,914","17,213","3,905,194",20200810
89,美國,血衛,2020/03/12,薩摩亞商雄讚股份有限公司台灣分公司,"Bona Film Investment Company (Pacific RIM, USA)",2,146,-30.81%,"12,480","264,951","62,378,921",20200810
