國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month,tmax,mmax
菲律賓,你好‧愛‧再見,2020/02/14,威秀影城股份有限公司,"ABS-CBN Film Productions, Inc.",9,80,-26.61%,"18,495",257,"60,423",20200217,2,257.0,60423.0
菲律賓,不傻不愛,2020/09/18,威秀影城股份有限公司,"ABS-CBN Film Productions, Inc.",10,173,620.83%,"36,979",240,"50,474",20200921,9,240.0,50474.0
菲律賓,真情甲尬意,2020/10/16,威秀影城股份有限公司,"ABS-CBN Film Productions, Inc.",10,46,100.00%,"10,115",69,"15,313",20201019,10,69.0,15313.0
