國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month,tmax,mmax
印尼,蜈蚣降,2020/04/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,43,"5,459",22.40%,"1,269,453","14,841","3,464,363",20200427,4,14841.0,3464363.0
印尼,人皮咒,2020/07/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,35,"3,563",8.00%,"824,765","8,087","1,878,938",20200706,7,8087.0,1878938.0
