國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month,tmax,mmax
波蘭,另類神父,2020/03/13,聯影企業股份有限公司,New Europe Film Sales,11,811,6.99%,"169,245","1,953","411,702",20200316,3,1953.0,411702.0
波蘭,只有悲傷才是美麗的,2020/12/04,海鵬影業有限公司,INTRAMOVIES SRL,16,609,9.73%,"125,045","1,367","284,355",20201207,12,1367.0,284355.0
