序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,Week
62,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",43,"4,138",-59.59%,"1,127,464","311,002","76,514,740",20200106
63,美國,決戰中途島,2019/11/8,台北?喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",9,"1,512",-24.44%,"134,270","317,984","72,803,561",20200203
56,美國,決戰中途島,2019/11/8,台北?喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",9,"2,001",142.55%,"159,665","316,472","72,669,291",20200127
61,美國,決戰中途島,2019/11/8,台北?喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",7,825,13650.00%,"69,380","314,471","72,509,626",20200120
73,美國,決戰中途島,2019/11/8,台北?喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",1,6,-82.86%,"1,280","313,646","72,440,246",20200113
71,美國,決戰中途島,2019/11/8,台北?喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",3,35,-79.04%,"7,765","313,640","72,438,966",20200106
11,美國,杜立德,2020/1/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,100,"37,776",-73.28%,"8,867,550","290,095","69,800,705",20200203
5,美國,杜立德,2020/1/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,101,"141,378",27.42%,"33,995,357","252,329","60,935,325",20200127
101,日本,航海王：奪寶爭霸戰,2019/8/21,台北?喜電影發行股份有限公司,TOEI Animation Enterprises Limited,1,4,300.00%,"1,523","224,082","54,058,896",20200113
104,日本,航海王：奪寶爭霸戰,2019/8/21,台北?喜電影發行股份有限公司,TOEI Animation Enterprises Limited,1,1,0.00%,420,"224,078","54,057,373",20200106
8,美國,1917,2020/1/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,99,"87,858",11.05%,"21,348,303","166,977","40,909,261",20200203
58,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,1,8,-94.16%,"1,730","165,790","38,494,724",20200203
49,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,3,137,-57.05%,"29,640","165,782","38,492,994",20200127
52,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,8,315,-66.95%,"71,085","165,641","38,462,474",20200120
61,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,15,953,-45.85%,"219,849","165,326","38,391,389",20200113
18,美國,變身特務,2020/1/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,"19,659",-74.75%,"4,453,321","167,411","38,275,464",20200203
19,美國,深海終劫站,2020/1/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",93,"19,140",-74.90%,"4,338,303","167,027","38,176,037",20200203
61,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,24,"1,760",-67.67%,"412,264","164,373","38,171,540",20200106
86,美國,從前，有個好萊塢,2019/7/24,台北?喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",12,128,-3.76%,"30,807","157,726","37,621,731",20200203
75,美國,從前，有個好萊塢,2019/7/24,台北?喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",9,133,5.56%,"31,522","157,598","37,590,924",20200127
97,美國,從前，有個好萊塢,2019/7/24,台北?喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",5,126,-9.35%,"29,790","157,465","37,559,402",20200120
105,美國,從前，有個好萊塢,2019/7/24,台北?喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,139,117.19%,"33,345","157,339","37,529,612",20200113
109,美國,從前，有個好萊塢,2019/7/24,台北?喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,64,0.00%,"15,192","157,200","37,496,267",20200106
9,美國,深海終劫站,2020/1/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",92,"76,248",6.43%,"17,507,644","147,891","33,838,554",20200127
8,美國,變身特務,2020/1/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,"77,843",11.35%,"17,787,206","147,754","33,821,213",20200127
60,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",1,2,-60.00%,510,"138,398","32,474,962",20200203
51,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",1,5,-96.50%,"1,178","138,396","32,474,452",20200127
54,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",6,143,-83.81%,"32,618","138,391","32,473,814",20200120
63,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",14,883,-43.36%,"202,202","138,248","32,441,196",20200113
63,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",18,"1,559",-61.28%,"361,755","137,365","32,238,994",20200106
64,美國,安眠醫生,2019/11/8,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,422,-24.51%,"46,660","125,235","29,625,149",20200203
57,美國,安眠醫生,2019/11/8,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,559,12.70%,"61,010","124,813","29,578,489",20200127
62,美國,安眠醫生,2019/11/8,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,496,-37.37%,"41,290","124,254","29,517,479",20200120
69,美國,安眠醫生,2019/11/8,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,792,111.20%,"55,220","123,758","29,476,189",20200113
69,美國,安眠醫生,2019/11/8,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,375,0.00%,"21,895","122,966","29,420,969",20200106
40,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,8,-96.61%,"1,770","124,727","28,535,409",20200203
34,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,236,-90.98%,"58,448","124,719","28,533,639",20200127
30,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,76,"2,612",-75.77%,"602,267","124,480","28,474,621",20200120
31,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"10,780",-48.13%,"2,486,171","121,868","27,872,354",20200113
89,美國,藍波:最後一滴血,2019/10/9,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,52,-71.11%,"2,860","126,828","27,761,326",20200113
88,美國,藍波:最後一滴血,2019/10/9,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",3,180,-64.77%,"11,845","126,776","27,758,466",20200106
87,美國,弒婚遊戲,2019/10/9,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,191,-70.66%,"14,285","119,345","26,726,487",20200106
69,中華民國,陽光普照,2019/11/1,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,1,38,-70.31%,"8,490","110,417","26,163,942",20200120
76,中華民國,陽光普照,2019/11/1,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,2,128,-59.87%,"29,175","110,379","26,155,452",20200113
74,中華民國,陽光普照,2019/11/1,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,5,319,-53.36%,"74,805","110,251","26,126,277",20200106
22,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,93,"20,688",-61.43%,"4,727,718","110,995","25,364,233",20200106
47,美國,去年聖誕節,2019/12/6,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,5,-95.80%,"1,040","94,285","22,248,150",20200120
54,美國,去年聖誕節,2019/12/6,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,119,-75.05%,"28,735","94,280","22,247,110",20200113
52,美國,去年聖誕節,2019/12/6,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,477,-80.18%,"119,958","94,161","22,218,375",20200106
83,日本,普羅米亞,2019/8/16,中影股份有限公司,東寶株式會社,1,112,0.00%,"26,880","76,335","21,170,540",20200203
94,日本,普羅米亞,2019/8/16,中影股份有限公司,東寶株式會社,1,11,-96.13%,"5,180","76,223","21,143,660",20200120
102,日本,普羅米亞,2019/8/16,中影股份有限公司,東寶株式會社,1,284,40.59%,"120,479","76,212","21,138,480",20200113
105,日本,普羅米亞,2019/8/16,中影股份有限公司,東寶株式會社,2,202,-50.73%,"67,095","75,928","21,018,001",20200106
12,美國,紳士追殺令,2020/1/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",63,"12,195",-72.04%,"2,921,382","84,559","20,301,783",20200203
33,美國,兔嘲男孩,2020/1/3,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",29,"1,940",-58.41%,"452,228","86,374","20,250,674",20200203
68,美國,阿達一族,2019/11/1,美商美國環球影片股份有限公司台灣分公司,Park Circus Limited,2,161,-74.40%,"11,690","89,368","20,199,885",20200203
61,美國,阿達一族,2019/11/1,美商美國環球影片股份有限公司台灣分公司,Park Circus Limited,4,629,-12.40%,"40,400","89,207","20,188,195",20200127
67,美國,阿達一族,2019/11/1,美商美國環球影片股份有限公司台灣分公司,Park Circus Limited,6,718,4.97%,"43,655","88,578","20,147,795",20200120
75,美國,阿達一族,2019/11/1,高雄市電影館,Park Circus Limited,6,684,0.00%,"74,425","87,860","20,104,140",20200113
29,美國,兔嘲男孩,2020/1/3,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",36,"4,665",-47.77%,"1,108,648","84,434","19,798,446",20200127
104,美國,憤怒鳥玩電影2：冰的啦！,2019/8/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,24,-61.29%,"1,800","88,879","19,638,431",20200113
108,美國,憤怒鳥玩電影2：冰的啦！,2019/8/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,62,-61.01%,"4,960","88,855","19,636,631",20200106
20,美國,兔嘲男孩,2020/1/3,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",60,"8,980",-56.44%,"2,142,159","79,817","18,699,708",20200120
6,美國,紳士追殺令,2020/1/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",65,"43,623",51.78%,"10,498,251","72,364","17,380,401",20200127
37,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",6,271,-74.53%,"56,660","72,602","16,586,141",20200203
10,美國,兔嘲男孩,2020/1/3,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",65,"20,614",-20.01%,"4,832,782","70,837","16,557,549",20200113
33,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",15,"1,064",-72.31%,"232,043","72,331","16,529,481",20200127
29,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",51,"3,803",-63.23%,"857,353","71,228","16,289,388",20200120
20,美國,她們,2020/1/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,49,"15,665",-46.80%,"3,712,979","67,126","15,964,740",20200203
112,中華民國,出發,2019/5/31,牽猴子整合行銷股份有限公司,相知國際股份有限公司,1,109,0.00%,"21,255","69,483","15,451,386",20200106
32,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",61,"10,342",-28.11%,"2,345,593","67,425","15,432,035",20200113
35,中華民國,你的情歌,2020/1/2,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,67,"17,141",-42.12%,"3,994,406","61,590","14,470,784",20200203
89,美國,屍樂園：髒比雙拼,2019/10/9,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,97,-65.60%,"10,500","64,046","14,366,952",20200106
13,香港,肥龍過江,2020/1/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,93,"3,708",-86.91%,"813,588","60,341","13,373,472",20200203
31,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",64,"14,385",-50.90%,"3,278,002","57,083","13,086,442",20200106
70,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,1,66,-70.27%,"3,300","57,027","12,950,461",20200120
79,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,222,39.62%,"11,470","56,961","12,947,161",20200113
80,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,159,0.00%,"8,350","56,739","12,935,691",20200106
7,香港,肥龍過江,2020/1/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,94,"28,320",0.02%,"6,263,943","56,635","12,560,304",20200127
10,美國,她們,2020/1/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,49,"29,447",33.76%,"7,039,958","51,461","12,251,761",20200127
36,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,25,-88.79%,"6,200","50,402","11,750,811",20200127
37,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,11,223,-80.59%,"59,230","50,377","11,744,611",20200120
45,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,7,157,-74.26%,"36,460","51,427","11,725,230",20200203
2,美國,兔嘲男孩,2020/1/3,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",65,"25,771",46.25%,"6,022,947","50,223","11,724,767",20200106
40,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,11,610,-67.38%,"135,208","51,270","11,688,770",20200127
39,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,63,"1,149",-73.08%,"275,354","50,154","11,685,381",20200113
29,美國,重磅腥聞,2020/1/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,20,364,-75.07%,"81,926","49,725","11,582,593",20200203
41,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,25,"1,886",-62.79%,"417,761","50,676","11,556,877",20200120
24,美國,重磅腥聞,2020/1/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,31,"1,460",-71.58%,"349,070","49,361","11,500,667",20200127
33,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"4,268",-75.20%,"996,140","49,005","11,410,027",20200106
75,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/1,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",3,123,547.37%,"31,101","46,420","11,277,831",20200106
11,美國,重磅腥聞,2020/1/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,67,"5,144",-76.46%,"1,225,085","47,907","11,152,797",20200120
43,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,32,"5,068",7.01%,"1,135,968","48,790","11,139,116",20200113
62,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",7,660,185.71%,"46,535","48,874","10,960,439",20200203
53,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",3,231,1055.00%,"20,150","48,214","10,913,904",20200127
59,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",1,20,0.00%,"1,840","47,983","10,893,754",20200120
21,美國,不完美的正義,2020/1/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,53,"1,487",-83.48%,"343,917","46,147","10,654,283",20200203
58,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式?社KADOKAWA,1,31,-40.38%,"7,075","42,201","10,605,316",20200120
66,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式?社KADOKAWA,1,52,20.93%,"12,010","42,170","10,598,241",20200113
66,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式?社KADOKAWA,3,43,-59.81%,"10,050","42,118","10,586,231",20200106
31,中華民國,你的情歌,2020/1/2,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,67,"29,615",112.61%,"6,949,077","44,451","10,476,798",20200127
14,美國,不完美的正義,2020/1/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,87,"8,999",-51.29%,"2,110,303","44,660","10,310,366",20200127
41,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,28,"4,736",-48.25%,"1,122,109","43,722","10,003,148",20200106
1,美國,重磅腥聞,2020/1/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,67,"21,855",4.53%,"5,081,968","42,763","9,927,712",20200113
69,中華民國,傻傻愛你，傻傻愛我,2019/11/1,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,12,-77.78%,"1,680","42,296","9,477,447",20200203
60,中華民國,傻傻愛你，傻傻愛我,2019/11/1,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,54,-6.90%,"8,360","42,284","9,475,767",20200127
68,中華民國,傻傻愛你，傻傻愛我,2019/11/1,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,2,58,-32.56%,"8,700","42,230","9,467,407",20200120
77,中華民國,傻傻愛你，傻傻愛我,2019/11/1,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,2,86,186.67%,"13,320","42,172","9,458,707",20200113
76,中華民國,傻傻愛你，傻傻愛我,2019/11/1,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,30,0.00%,"4,800","42,086","9,445,387",20200106
75,中華民國,江湖無難事,2019/10/9,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映?有限公司##百聿數碼創意股份有限公司,1,25,0.00%,"2,420","42,566","9,225,468",20200203
80,中華民國,江湖無難事,2019/10/9,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映?有限公司##百聿數碼創意股份有限公司,3,146,-66.82%,"9,680","42,541","9,223,048",20200120
87,中華民國,江湖無難事,2019/10/9,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映?有限公司##百聿數碼創意股份有限公司,3,440,19.57%,"27,590","42,395","9,213,368",20200113
86,中華民國,江湖無難事,2019/10/9,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映?有限公司##百聿數碼創意股份有限公司,4,368,295.70%,"25,680","41,955","9,185,778",20200106
82,日本,海獸之子,2019/10/9,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,4,-73.33%,520,"37,450","8,694,096",20200120
90,日本,海獸之子,2019/10/9,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,15,-6.25%,"1,950","37,446","8,693,576",20200113
91,日本,海獸之子,2019/10/9,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,16,-89.74%,"2,080","37,431","8,691,626",20200106
57,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,32,-40.74%,"7,315","34,959","8,235,411",20200120
65,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,54,-56.10%,"12,230","34,927","8,228,096",20200113
65,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,123,46.43%,"26,830","34,873","8,215,866",20200106
1,美國,不完美的正義,2020/1/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,88,"18,428",7.23%,"4,255,613","35,614","8,189,288",20200120
46,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,357,0.00%,"23,790","35,291","8,000,270",20200203
48,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,12,-88.46%,"2,715","34,934","7,976,480",20200113
43,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,104,-87.14%,"23,065","34,922","7,973,765",20200106
78,英國,無間行動,2019/9/27,星泰國際娛樂股份有限公司,Batrax Entertainment,1,54,-65.82%,"2,970","36,369","7,823,942",20200203
70,英國,無間行動,2019/9/27,星泰國際娛樂股份有限公司,Batrax Entertainment,1,158,0.00%,"8,690","36,315","7,820,972",20200127
86,英國,無間行動,2019/9/27,星泰國際娛樂股份有限公司,Batrax Entertainment,1,158,-44.95%,"8,690","36,157","7,812,282",20200120
94,英國,無間行動,2019/9/27,星泰國際娛樂股份有限公司,Batrax Entertainment,2,287,-53.41%,"15,510","35,999","7,803,592",20200113
94,英國,無間行動,2019/9/27,星泰國際娛樂股份有限公司,Batrax Entertainment,3,616,1.48%,"35,485","35,712","7,788,082",20200106
55,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",5,254,-18.85%,"28,760","32,511","7,130,448",20200203
47,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,313,79.89%,"29,100","32,257","7,101,688",20200127
50,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,174,0.00%,"14,380","31,944","7,072,588",20200120
100,美國,舞孃騙很大,2019/9/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,132,-71.67%,"6,975","32,598","7,053,904",20200106
81,南韓,電影版 壞傢伙們,2019/10/9,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,53,-47.52%,"4,140","29,161","6,516,193",20200120
88,南韓,電影版 壞傢伙們,2019/10/9,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,101,-3.81%,"8,200","29,108","6,512,053",20200113
90,南韓,電影版 壞傢伙們,2019/10/9,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,105,-56.61%,"8,220","29,007","6,503,853",20200106
71,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,2,42,600.00%,"11,010","28,385","6,215,086",20200203
